Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Correlation,Class
14.54530334,1141.673369,33.7886574,0.01234281,3.022830885,10.22886904,0.961697828,1
5.462127686,324.6118399,18.01698754,0.087178132,3.618770683,13.30002257,0.926132597,0
18.49133301,1144.096776,33.82449964,0.103420356,2.250126068,5.427360008,0.970030981,0
12.43269348,1141.384543,33.78438313,0.002232604,3.565278432,14.3007251,0.963600543,1
9.887039185,884.6887695,29.74371815,0.009460486,3.642827743,14.5130539,0.952088281,1
3.592987061,216.033531,14.69807916,0.110737512,4.392134487,19.5831481,0.920811737,0
13.54005432,795.5163713,28.20489977,0.095553751,2.730680454,8.235397396,0.967674588,0
1.636627197,201.4771114,14.19426333,0.002489911,9.176305461,86.96369205,0.922781536,1
3.383560181,420.0459971,20.49502372,0.002078384,6.471632628,43.10646177,0.96504731,1
11.55064392,733.7143206,27.08716155,0.157547416,2.939780281,9.476798743,0.971093958,0
15.50389099,891.8214289,29.86337939,0.130926546,2.457316377,6.636805952,0.977647171,0
8.980056763,631.3175478,25.12603327,0.021766602,3.472296867,13.24037678,0.940610843,1
12.06782532,493.4133092,22.21290862,0.062216493,2.30169905,5.555117633,0.953819166,0
8.845535278,384.6891946,19.61349522,0.070257552,2.659380202,7.312671784,0.947605197,0
4.829574585,214.8954005,14.65931105,0.080737835,3.571989002,13.38843244,0.934369911,0
4.560836792,438.5339747,20.9412028,0.050853643,5.079229801,27.15977185,0.952455093,1
3.791107178,381.2189636,19.52482941,0.041403083,5.621972189,33.01420984,0.959577083,1
11.04301453,457.0976792,21.37984283,0.063832703,2.386735766,5.938475883,0.954292184,0
7.761703491,341.8956363,18.49042012,0.073606329,2.844158213,8.388945302,0.942713458,0
3.248046875,154.9351915,12.44729655,0.079548886,4.544124435,21.66172504,0.943984909,0
7.561325073,454.348754,21.3154581,0.193831399,3.268817205,11.18673688,0.969460872,0
12.64611816,667.5145446,25.83630284,0.104621457,2.483183584,6.490252266,0.967119666,0
