Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Correlation,Class
9.871704102,759.8420511,27.56523265,0.185190459,3.13876165,10.13549717,0.967065393,0
16.36895752,1098.155824,33.13843425,0.094737024,2.409524479,6.038080806,0.965085959,0
16.64685059,1408.228128,37.52636577,0.014825333,2.808576555,8.404466772,0.95917317,1
15.72087097,1485.609374,38.54360354,0.0074718,3.039290624,9.777729303,0.960935943,1
13.52416992,1357.276419,36.84123259,0.005722021,3.281467063,11.33284905,0.967406542,1
6.070129395,791.1150484,28.12676747,0.022536604,4.988156954,25.51399257,0.964031264,1
3.875167847,214.6176179,14.64983337,0.137330892,4.156201057,17.61767985,0.976799306,0
1.593841553,177.4670182,13.32167475,0.003328258,9.007385999,85.73181058,0.915971572,1
3.763168335,379.8073078,19.48864561,0.051324941,5.646573994,33.20807482,0.955755151,1
4.897201538,539.6138145,23.2295892,0.004555595,5.197141619,28.20339711,0.943759305,1
8.928085327,484.8279886,22.01880988,0.003818082,3.233991407,11.70817545,0.959516382,1
8.625411987,325.2309131,18.03415962,0.093592808,2.533505695,6.741894306,0.956411893,0
2.83543396,128.5993776,11.34016656,0.164158964,4.375672503,19.582244,0.929534852,0
4.362121582,306.5118209,17.507479,0.090658769,4.561047496,21.48941844,0.970117549,0
6.264648438,417.0322682,20.42136793,0.239618947,3.716819508,14.43211238,0.979181074,0
17.31001282,939.7560425,30.65544067,0.063837245,2.280532403,5.670443964,0.964136019,0
10.19702148,554.5273093,23.54840354,0.074026977,2.782879498,8.144412318,0.930710884,0
4.561447144,239.1513325,15.4645185,0.08467955,3.937951978,16.31468051,0.903444611,0
8.344451904,851.9692182,29.18851175,0.111649653,3.795707108,14.58056984,0.96368329,0
1.259246826,172.2078137,13.12279748,0.036208326,11.56033647,140.1519532,0.86999818,1
32.97433472,2630.774546,51.29107667,0.058575116,1.990064117,4.263510447,0.944384262,0
3.038330078,262.5745324,16.2041517,0.196635337,5.865801433,36.05341297,0.92000093,0
4.963256836,259.8540077,16.11998783,0.121535001,3.648719545,13.72525038,0.966429903,0
12.08615112,880.7494354,29.67742299,0.003763306,3.485584952,14.36548876,0.965216394,1
14.551651,560.8827135,23.68296252,0.058005138,2.118363381,4.890460234,0.939049619,0
12.83816528,540.5816379,23.25041156,0.069103248,2.260164372,5.430977176,0.952015098,0
5.885696411,297.0793243,17.23598922,0.105118901,3.305885788,11.22601078,0.943978853,0
7.50239563,874.9507395,29.57956625,0.130429257,4.411945088,20.0797246,0.977112487,0
7.081207275,1126.526072,33.5637613,0.00288348,5.136202607,26.94673678,0.960127269,1
13.19369507,1924.05756,43.86408052,0.001732272,3.739343441,14.31958978,0.9610773,1
20.890625,2384.714865,48.83354242,0.004747906,2.845018187,8.383018192,0.957097265,1
0.770980835,164.8053249,12.83765262,0.008114281,16.92571392,289.7418006,0.878611129,1
6.56652832,897.3366051,29.9555772,0.005889753,4.794583646,23.09522537,0.76326011,1
2.441253662,222.6276609,14.92071248,0.165151629,6.545699509,44.21355983,0.91503127,0
11.64813232,1283.16442,35.82128445,0.15100232,3.416079138,11.90751655,0.972023412,0
15.3454895,1561.473495,39.51548425,0.19382036,2.935959201,8.914272529,0.973713301,0
4.964813232,818.551999,28.61034776,0.002107338,6.086602864,37.94834336,0.945807011,1
10.02033997,1851.261067,43.02628344,0.00883798,4.674735252,22.39178539,0.981593548,1
9.611495972,1588.09041,39.85085206,0.008884881,4.516749498,20.94220231,0.960357144,1
0.589263916,90.3257165,9.503984243,0.005255876,16.50844404,277.6103563,0.900001618,1
6.216323853,414.4277278,20.35749807,0.278168187,3.748090161,14.66600494,0.983140298,0
