3.454696655,189.1537149,13.7533165,0.14670537,4.277350999,18.56496947,0.936686831,0
9.925445557,689.3679219,26.25581692,0.167434164,3.186887171,10.61863088,0.978899032,0
5.200149536,403.6189362,20.09026969,0.002038018,4.767118754,24.80942416,0.918528958,1
16.41041565,878.9276321,29.64671368,0.092746319,2.21776062,5.222748144,0.960098593,0
8.264633179,495.4218001,22.2580727,0.126332846,3.178978682,10.47391153,0.948272845,0
3.015365601,206.294999,14.36297319,0.222271121,5.230562947,28.03076511,0.936431216,0
3.10256958,297.9985523,17.26263457,0.001932194,5.979596,36.75408565,0.912051799,1
1.048782349,126.28881,11.23782942,0.007584737,10.85967228,118.4426643,0.808997302,1
12.38691711,815.0217427,28.54858565,0.088039292,2.738787132,7.814696013,0.941924211,0
6.013885498,447.1766032,21.14655062,0.11801457,4.031282581,16.97049643,0.935783311,0
23.61422729,1534.923131,39.17809504,0.035993753,2.141957773,4.849741367,0.971318408,1
17.7403717,1374.024676,37.06783883,0.008529316,2.553577216,6.676311051,0.966672663,1
18.82597351,1404.509252,37.47678284,0.013167313,2.449993642,6.154755535,0.966807287,1
15.69102478,1255.048911,35.42666949,0.010925488,2.671838426,7.254958811,0.969126395,1
15.49465942,1214.31272,34.84699011,0.013639924,2.664703907,7.232725109,0.96330812,1
13.51852417,528.010019,22.9784686,0.068387114,2.147316323,4.900796892,0.980290255,0
12.2519989,484.5163522,22.01173215,0.072224513,2.2429185,5.310791803,0.979014142,0
10.07180786,401.575798,20.03935623,0.075824337,2.441895132,6.241061294,0.978046706,0
2.142318726,73.14006194,8.552196323,0.096745983,4.610302222,22.64037003,0.948826628,0
4.419708252,273.9265835,16.55072758,0.023284806,4.388626095,21.06486669,0.944042209,1
12.23445129,635.8475972,25.21601866,0.031579747,2.650419538,7.551354491,0.946436333,1
17.24745178,822.1517547,28.67318878,0.033844533,2.255276678,5.612431584,0.964601624,1
4.074768066,352.5263776,18.77568581,0.002724589,5.191003378,28.16315346,0.965083518,1
1.821990967,198.704403,14.09625493,0.005294828,8.006158492,64.93610901,0.912631057,1
3.240570068,264.7467073,16.27103891,0.003206582,5.433357372,30.49680424,0.928131706,1
4.922729492,294.5314231,17.16191781,0.080238497,3.920990744,15.88094614,0.924086817,0
9.030532837,1115.393119,33.39750169,0.101597591,4.050180293,16.74266311,0.978674107,1
3.809906006,594.1710272,24.37562363,0.001422883,6.76060827,46.94442447,0.906305252,1
7.316650391,1185.707914,34.43410975,0.001482858,5.095390743,26.80325511,0.955739246,1
31.83753967,2836.210522,53.25608436,0.026205804,2.318072809,5.935950268,0.965588345,1
32.94685364,2910.581879,53.94980888,0.019226341,2.299037473,5.856436633,0.963017408,1
20.91035461,2425.161643,49.24593022,0.002157279,2.96762521,9.289472935,0.960807622,1
14.98994446,2152.268527,46.39254818,0.006094771,3.521304768,12.75705596,0.97410061,1
11.05912781,1749.566346,41.82781784,0.002556639,4.113782069,17.18714289,0.960120989,1
10.95846558,1688.140728,41.08698976,0.002342831,4.112889385,17.28281034,0.967257784,1
14.88354492,1813.370542,42.58368869,0.002292669,3.38165459,12.02245375,0.966040848,1
3.088973999,454.0008057,21.30729466,0.002142582,7.253404048,54.00535451,0.943152426,1
0.104171753,14.59395097,3.820203001,0.030357489,36.93129405,1371.64006,0.549426249,1
5.107009888,237.0196856,15.39544366,0.182477524,3.451719383,12.41057418,0.96755353,0
8.844314575,388.7417433,19.71653477,0.127957636,2.924851518,10.67233324,0.949572484,0
5.804931641,403.7705229,20.09404198,0.002745193,4.127336787,18.2781188,0.969850396,1
13.39839172,590.9985008,24.31046073,0.020396566,2.571598656,7.694089884,0.963770119,1
7.854492188,297.6044394,17.25121559,0.085152923,2.606981848,7.055841923,0.957124012,0
4.313247681,186.8101372,13.6678505,0.120635405,3.552390016,12.95713462,0.954311796,0
19.7550354,1511.266702,38.87501385,0.09811682,2.359856069,5.823203855,0.970137913,0
17.83537292,1748.093811,41.8102118,0.009398643,2.848501162,8.521479372,0.95232477,1
19.57183838,1896.738648,43.55156309,0.017053298,2.758642447,8.06267662,0.967904339,1
17.72921753,1875.362728,43.30545841,0.008819298,3.007715868,9.565041129,0.964106179,1
17.79829407,1883.903441,43.40395651,0.009886958,3.007604361,9.567048731,0.96966323,1
3.30291748,474.2319,21.77686617,0.017596077,6.932991304,49.31416499,0.949880216,1
6.281112671,360.3275717,18.98229627,0.215770039,3.495438976,12.88870398,0.96986121,0
1.774337769,172.6512836,13.13968354,0.007858901,7.779926109,61.84637657,0.928824775,1
7.963806152,559.9773107,23.66383973,0.023532493,3.537214793,13.15503159,0.954431932,1
11.18734741,741.53363,27.23111511,0.014976364,3.071812314,10.20590176,0.949840051,1
9.522674561,635.3526512,25.20620263,0.007535002,3.377018407,12.65190677,0.957380225,1
14.60801697,611.1109606,24.72065858,0.061833412,2.178547343,5.092460349,0.967648536,0
13.73638916,590.2231261,24.29450815,0.067402002,2.226842617,5.252715204,0.964269372,0
11.55987549,510.9293485,22.60374634,0.072709089,2.427128729,6.219521534,0.959245328,0
8.01449585,385.3080271,19.62926456,0.083668726,2.888144081,8.639847293,0.949580768,0
1.956878662,242.9216018,15.58594244,0.002342623,8.390500728,72.42854448,0.942161991,1
6.424713135,742.787689,27.2541316,0.002427777,4.794678715,24.2290509,0.966521866,1
5.589309692,602.1664246,24.53907954,0.003418729,4.841152803,24.24141703,0.927802515,1
13.51727295,656.7147173,25.62644566,0.057621138,2.319982769,5.603355243,0.965152347,0
22.93162537,1234.775772,35.13937637,0.039136529,2.023516868,4.401711458,0.954015341,1
14.04336548,923.0266799,30.38135415,0.016701891,2.632786531,7.192339381,0.949013691,1
14.6098175,897.2914071,29.95482277,0.066148059,2.427004793,6.045779342,0.940609825,0
9.759017944,673.6794436,25.95533555,0.099728739,2.993285268,9.119728626,0.942212497,0
